date,Center-count,Conservative-count,Progressive-count,Center-total_count,Conservative-total_count,Progressive-total_count,Center-ratio,Conservative-ratio,Progressive-ratio
"2019-12-16","8274","12235","11486","8274","12235","11486","1.0","1.0","1.0"
"2019-12-17","9062","13121","12291","9062","13121","12291","1.0","1.0","1.0"
"2019-12-18","9213","13560","12897","9213","13560","12897","1.0","1.0","1.0"
"2019-12-19","9265","13213","12463","9265","13213","12463","1.0","1.0","1.0"
"2019-12-20","8403","11274","11437","8403","11274","11437","1.0","1.0","1.0"
"2019-12-21","5353","6974","6484","5353","6974","6484","1.0","1.0","1.0"
"2019-12-22","5707","7052","6092","5707","7052","6092","1.0","1.0","1.0"
"2019-12-23","7984","10521","10048","7984","10521","10048","1.0","1.0","1.0"
"2019-12-24","6200","8334","7783","6200","8334","7783","1.0","1.0","1.0"
"2019-12-25","4300","5719","4998","4300","5719","4998","1.0","1.0","1.0"
"2019-12-26","7758","10435","8970","7758","10435","8970","1.0","1.0","1.0"
"2019-12-27","6909","8882","9011","6909","8882","9011","1.0","1.0","1.0"
"2019-12-28","4876","6542","5671","4876","6542","5671","1.0","1.0","1.0"
"2019-12-29","5140","7138","6147","5140","7138","6147","1.0","1.0","1.0"
"2019-12-30","7976","10883","9945","7976","10883","9945","1.0","1.0","1.0"
"2019-12-31","8351","10911","9492","8351","10911","9492","1.0","1.0","1.0"
