date,All-count,Conservative-count,Progressive-count,All-total_count,Conservative-total_count,Progressive-total_count,All-ratio,Conservative-ratio,Progressive-ratio
"2019-09-20","8","7","0","34261","11580","12594","0.00023350164910539682","0.0006044905008635578","0"
"2019-09-21","5","4","0","21065","7449","6885","0.00023736055067647758","0.0005369848301785474","0"
"2019-09-22","11","10","0","22535","7797","7420","0.000488129576214777","0.0012825445684237528","0"
"2019-09-23","7","7","0","35352","12402","12539","0.00019800859923059516","0.0005644250927269795","0"
"2019-09-24","7","5","2","38103","13061","13841","0.00018371256856415506","0.0003828190797029324","0.00014449822989668376"
"2019-09-25","11","8","1","37662","13170","13706","0.00029207158409006427","0.0006074411541381929","7.296074711805048e-05"
"2019-09-26","8","7","1","37093","13032","13496","0.00021567411641010433","0.0005371393492940455","7.409602845287492e-05"
"2019-09-27","3","3","0","34135","11635","12315","8.788633367511352e-05","0.0002578427159432746","0"
"2019-09-28","3","2","0","20980","7596","6840","0.00014299332697807437","0.0002632964718272775","0"
"2019-09-29","15","7","6","21511","7730","6885","0.0006973176514341499","0.0009055627425614489","0.0008714596949891067"
"2019-09-30","8","6","2","35598","12747","12741","0.00022473172650148884","0.0004706989879971758","0.00015697354995683227"
"2019-10-01","10","7","1","35542","12852","12552","0.0002813572674582184","0.0005446623093681918","7.966857871255577e-05"
"2019-10-02","10","10","0","36706","13252","13105","0.00027243502424671717","0.0007546030787805615","0"
"2019-10-03","22","11","7","36671","13151","13191","0.0005999290992882659","0.0008364382936658809","0.0005306648472443333"
"2019-10-04","6","5","0","34634","12122","12700","0.00017324016862043078","0.0004124731892426992","0"
"2019-10-05","23","10","8","22079","8196","7412","0.0010417138457357671","0.0012201073694485115","0.0010793308148947653"
"2019-10-06","4","4","0","20914","7849","6834","0.0001912594434350196","0.0005096190597528347","0"
"2019-10-07","3","3","0","36029","14185","12313","8.326625773682312e-05","0.00021149101163200565","0"
"2019-10-08","3","3","0","33902","13270","11812","8.849035455135391e-05","0.0002260738507912585","0"
"2019-10-09","6","5","1","36100","14143","12444","0.0001662049861495845","0.0003535317825072474","8.036001285760205e-05"
"2019-10-10","8","7","1","33249","12111","12176","0.00024060874011248457","0.0005779869540087524","8.21287779237845e-05"
"2019-10-11","6","6","0","34260","12305","12422","0.00017513134851138354","0.00048760666395774075","0"
"2019-10-12","1","1","0","19553","7231","6325","5.114304710274638e-05","0.00013829345871940258","0"
"2019-10-13","4","4","0","20458","7535","6471","0.00019552253397204028","0.00053085600530856","0"
"2019-10-14","8","8","0","30992","11397","10697","0.0002581311306143521","0.0007019391067824867","0"
"2019-10-15","9","8","0","39046","14193","13791","0.000230497362085745","0.000563658141337279","0"
"2019-10-16","15","15","0","36999","13582","13363","0.0004054163626043947","0.001104402886172876","0"
"2019-10-17","6","4","2","37718","13505","13671","0.00015907524258974495","0.00029618659755646057","0.0001462950771706532"
"2019-10-18","7","7","0","34518","12070","12514","0.0002027927458137783","0.000579950289975145","0"
"2019-10-19","7","6","1","20347","7621","6561","0.000344031061090087","0.0007872982548222018","0.00015241579027587258"
"2019-10-20","4","3","1","19684","7250","6480","0.000203210729526519","0.00041379310344827585","0.00015432098765432098"
"2019-10-21","10","10","0","34589","12442","12444","0.0002891092543872329","0.0008037293039704227","0"
"2019-10-22","6","6","0","37376","13764","12928","0.0001605308219178082","0.00043591979075850045","0"
"2019-10-23","4","3","1","37147","13319","13468","0.00010768029719762026","0.0002252421352954426","7.425007425007424e-05"
"2019-10-24","6","4","1","36783","13412","13368","0.0001631188320691624","0.00029824038174768865","7.480550568521843e-05"
"2019-10-25","5","3","1","31947","11155","11873","0.00015650921839296334","0.0002689376961004034","8.4224711530363e-05"
"2019-10-26","5","5","0","18568","6601","6421","0.0002692804825506247","0.0007574609907589759","0"
"2019-10-27","2","2","0","17614","6626","6113","0.00011354604292040422","0.00030184123151222455","0"
"2019-10-28","5","5","0","26052","9440","9641","0.0001919238446184554","0.0005296610169491525","0"
"2019-10-29","10","9","1","30714","11084","11424","0.0003255844240411539","0.000811981234211476","8.753501400560224e-05"
"2019-10-30","6","5","1","37281","13643","13200","0.0001609398889514766","0.00036648830902294216","7.575757575757576e-05"
"2019-10-31","9","6","0","36662","13394","13129","0.000245485789100431","0.0004479617739286248","0"
"2019-11-01","5","4","1","34263","12100","12593","0.00014593001196626097","0.00033057851239669424","7.940919558484873e-05"
"2019-11-02","5","5","0","20298","7457","6655","0.00024632968765395607","0.0006705109293281481","0"
"2019-11-03","2","1","0","9670","3854","3581","0.00020682523267838676","0.0002594706798131811","0"
"2019-11-04","7","5","2","34160","12152","12576","0.00020491803278688525","0.00041145490454246215","0.00015903307888040714"
"2019-11-05","5","5","0","37798","14273","13500","0.0001322821313297","0.00035031177748195893","0"
"2019-11-06","9","6","1","39303","15465","13614","0.0002289901534234028","0.0003879728419010669","7.345379756133391e-05"
"2019-11-07","9","9","0","37088","13851","13381","0.00024266609145815357","0.000649772579597141","0"
"2019-11-08","19","19","0","33586","12122","12574","0.0005657119037694278","0.001567398119122257","0"
"2019-11-09","4","4","0","19883","7407","6692","0.00020117688477593924","0.0005400297016335898","0"
"2019-11-10","5","5","0","19971","7357","6770","0.00025036302638826297","0.0006796248470844094","0"
"2019-11-11","17","17","0","31875","11771","11375","0.0005333333333333334","0.0014442273383739699","0"
"2019-11-12","8","6","2","34826","12955","12519","0.000229713432492965","0.00046314164415283673","0.0001597571691029635"
"2019-11-13","6","6","0","32145","11924","11768","0.00018665422305179653","0.0005031868500503186","0"
"2019-11-14","10","8","2","37212","13779","13416","0.00026873051703751476","0.0005805936570142972","0.0001490757304710793"
"2019-11-15","7","5","2","34992","12378","13143","0.00020004572473708275","0.00040394247859104864","0.00015217225899718482"
"2019-11-16","3","2","1","20514","7672","7018","0.00014624159110851126","0.00026068821689259646","0.00014249073810202338"
"2019-11-17","7","3","3","20644","7597","6789","0.0003390815733385003","0.0003948927208108464","0.0004418912947414936"
"2019-11-18","7","7","0","34746","12781","12282","0.0002014620387958326","0.0005476879743369063","0"
"2019-11-19","6","6","0","37221","13975","13189","0.00016119932296284356","0.0004293381037567084","0"
"2019-11-20","9","5","2","37739","13941","13542","0.0002384800869127428","0.0003586543289577505","0.0001476886722788362"
"2019-11-21","8","8","0","33948","12731","12122","0.00023565453045834805","0.0006283874008326133","0"
"2019-11-22","12","7","2","35771","13456","12697","0.0003354672779625954","0.0005202140309155767","0.00015751752382452548"
"2019-11-23","1","1","0","20583","7586","6901","4.858378273332362e-05","0.0001318217769575534","0"
"2019-11-24","12","6","2","20890","7498","7006","0.0005744375299186214","0.0008002133902373967","0.00028546959748786756"
"2019-11-25","8","5","1","34784","12730","12560","0.00022999080036798528","0.00039277297721916735","7.961783439490445e-05"
"2019-11-26","10","9","0","34487","12856","12592","0.00028996433438687044","0.0007000622277535781","0"
"2019-11-27","5","5","0","32903","12307","12004","0.00015196182718901012","0.0004062728528479727","0"
"2019-11-28","4","2","2","23874","8862","8484","0.00016754628466113765","0.00022568269013766644","0.00023573785950023574"
"2019-11-29","10","10","0","26817","9341","9924","0.0003728977887161129","0.0010705491917353603","0"
"2019-11-30","3","3","0","10859","4049","3818","0.0002762685330140897","0.0007409236848604594","0"
"2019-12-01","2","2","0","10227","4463","3618","0.0001955607705094358","0.00044812906116961686","0"
"2019-12-02","8","8","0","34834","12821","12824","0.00022966067635069186","0.0006239762889010217","0"
"2019-12-03","21","11","5","36344","13797","13031","0.0005778120184899846","0.0007972747698775096","0.00038370040672243113"
"2019-12-04","6","6","0","35702","13532","12775","0.00016805781188728922","0.0004433934377771209","0"
"2019-12-05","10","8","1","35352","13194","13041","0.0002828694274722788","0.0006063362134303471","7.668123610152595e-05"
"2019-12-06","9","6","2","31280","11150","11888","0.0002877237851662404","0.0005381165919282511","0.00016823687752355316"
"2019-12-07","6","5","0","18545","6980","6267","0.0003235373416015098","0.0007163323782234957","0"
"2019-12-08","2","2","0","19739","7126","6857","0.00010132225543340594","0.000280662363177098","0"
"2019-12-09","5","2","2","33625","12717","12299","0.00014869888475836432","0.00015726979633561374","0.00016261484673550696"
"2019-12-10","3","2","1","35581","13633","13192","8.431466231977741e-05","0.00014670285337049806","7.580351728320194e-05"
"2019-12-11","1","1","0","35195","13321","13154","2.841312686461145e-05","7.506943923128894e-05","0"
"2019-12-12","12","8","4","36904","13586","13260","0.00032516800346845873","0.0005888414544383925","0.00030165912518853697"
"2019-12-13","4","3","1","32952","12171","11630","0.00012138868657441127","0.00024648755237860487","8.598452278589854e-05"
"2019-12-14","3","3","0","19219","7043","6629","0.00015609553046464435","0.0004259548487860287","0"
"2019-12-15","10","9","1","20256","7829","6724","0.0004936808846761453","0.0011495721037169497","0.000148720999405116"
"2019-12-16","8","7","1","31995","12235","11486","0.00025003906860446946","0.0005721291377196567","8.706251088281386e-05"
"2019-12-17","6","5","1","34474","13121","12291","0.00017404420722863607","0.00038106851611919825","8.136034496786266e-05"
"2019-12-18","9","8","0","35670","13560","12897","0.00025231286795626576","0.0005899705014749262","0"
"2019-12-19","10","6","4","34941","13213","12463","0.00028619673163332473","0.00045409823658518124","0.00032095001203562545"
"2019-12-20","6","6","0","31114","11274","11437","0.00019283923635662404","0.0005321979776476849","0"
"2019-12-21","3","3","0","18811","6974","6484","0.00015948115464355962","0.0004301691998852882","0"
"2019-12-22","1","1","0","18851","7052","6092","5.304758368256326e-05","0.00014180374361883155","0"
"2019-12-23","9","8","0","28553","10521","10048","0.00031520330613245544","0.000760383993916928","0"
"2019-12-24","2","2","0","22317","8334","7783","8.961778016758524e-05","0.00023998080153587713","0"
"2019-12-25","1","1","0","15017","5719","4998","6.659119664380368e-05","0.00017485574401119076","0"
"2019-12-26","21","19","1","27163","10435","8970","0.0007731104811692375","0.0018207954000958313","0.00011148272017837236"
"2019-12-27","7","7","0","24802","8882","9011","0.000282235303604548","0.0007881107858590408","0"
"2019-12-28","7","7","0","17089","6542","5671","0.0004096202235356077","0.0010700091715071843","0"
"2019-12-29","7","7","0","18425","7138","6147","0.00037991858887381275","0.000980666853460353","0"
"2019-12-30","6","4","0","28804","10883","9945","0.00020830440216636578","0.0003675457134981163","0"
"2019-12-31","10","8","1","28754","10911","9492","0.0003477777004938443","0.0007332050224544038","0.00010535187526337969"
