date,All-count,Conservative-count,Progressive-count,All-total_count,Conservative-total_count,Progressive-total_count,All-ratio,Conservative-ratio,Progressive-ratio
"2019-08-28","5","2","2","10693","3529","3963","0.00046759562330496587","0.0005667327854916407","0.0005046681806712087"
"2019-08-29","20","14","6","20509","7557","7303","0.0009751816275781365","0.0018525870054254335","0.0008215801725318362"
"2019-08-30","38","26","7","31831","11047","11526","0.001193804781502309","0.002353580157508826","0.0006073225750477182"
"2019-08-31","27","19","6","20902","7185","6986","0.0012917424169935892","0.0026443980514961724","0.0008588605782994561"
"2019-09-01","14","9","4","19784","6892","6589","0.0007076425394257986","0.00130586186883343","0.0006070723933829109"
"2019-09-02","12","5","6","24121","8680","8303","0.0004974918121139257","0.000576036866359447","0.0007226303745634108"
"2019-09-03","34","21","9","34227","12165","12187","0.0009933678090396471","0.0017262638717632551","0.0007384918355624846"
"2019-09-04","45","24","13","34608","12432","12773","0.0013002773925104023","0.0019305019305019305","0.0010177718625225085"
"2019-09-05","42","28","13","34177","12320","12641","0.0012288966263861662","0.0022727272727272726","0.0010283996519262716"
"2019-09-06","18","9","5","33266","11675","12479","0.0005410930078759093","0.0007708779443254819","0.00040067313085984454"
"2019-09-07","12","7","3","21454","7634","6936","0.0005593362543115503","0.0009169504846738276","0.00043252595155709344"
"2019-09-08","13","10","2","20445","7003","6553","0.0006358522866226461","0.0014279594459517349","0.0003052037234854265"
"2019-09-09","37","19","16","33852","11678","12183","0.0010929930284768994","0.0016269909231032712","0.0013133054255930394"
"2019-09-10","61","28","23","36598","12764","13206","0.0016667577463249357","0.0021936696960200563","0.001741632591246403"
"2019-09-11","22","9","10","36143","12692","13020","0.0006086932462717539","0.0007091080995902931","0.0007680491551459293"
"2019-09-12","42","24","12","37477","13131","13384","0.001120687354911012","0.0018277358921635824","0.0008965929468021519"
"2019-09-13","60","34","19","35039","11696","12729","0.0017123776363480692","0.0029069767441860465","0.0014926545683085868"
"2019-09-14","65","45","14","24211","9083","7541","0.0026847300813679733","0.004954310249917428","0.0018565177032223842"
"2019-09-15","46","28","9","24458","8544","7790","0.0018807752064764086","0.0032771535580524347","0.0011553273427471118"
"2019-09-16","20","11","8","34334","12354","11719","0.0005825129609133803","0.0008903998704872916","0.0006826521034217937"
